ts_utc,sym,expiry,dte,spot,strike,cp,bid,ask,mid,last,volume,open_interest,iv,delta,gamma,vega,theta,day_open,day_high,day_low,prev_close
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,666.0,C,71.13,74.12,72.625,70.06,7,0,0.0,0.999,0.0001,0.0004,-0.0065,69.61,70.06,69.48,74.665
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,667.0,C,70.12,73.12,71.62,69.12,7,0,0.0,0.999,0.0001,0.0004,-0.0066,70.06,70.06,69.12,73.725
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,668.0,C,69.11,72.12,70.615,71.57,12,0,0.0,0.999,0.0001,0.0004,-0.0068,69.12,71.57,68.17,72.71
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,669.0,C,69.19,70.87,70.03,70.61,10,0,0.0,0.9989,0.0001,0.0004,-0.0069,68.94,70.61,66.71,71.68
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,670.0,C,67.1,70.11,68.605,66.12,5,0,0.0,0.9989,0.0002,0.0004,-0.007,65.77,66.12,65.76,70.59
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,671.0,C,67.23,69.12,68.175,68.86,11,0,2.2873,0.9988,0.0002,0.0004,-0.0072,64.87,71.71,64.87,69.675
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,672.0,C,66.59,67.91,67.25,67.9,11,0,2.4945,0.9988,0.0002,0.0005,-0.0073,63.93,70.76,63.93,68.765
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,673.0,C,64.94,67.36,66.15,64.19,1,0,0.0,0.9988,0.0002,0.0005,-0.0074,64.19,64.19,64.19,67.695
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,674.0,C,63.99,66.12,65.055,67.38,2,0,0.0,0.9988,0.0002,0.0005,-0.0076,63.24,67.38,63.24,66.725
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,675.0,C,63.49,65.12,64.305,66.42,1,0,2.5854,0.9987,0.0002,0.0005,-0.0077,66.42,66.42,66.42,65.495
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,676.0,C,62.11,63.86,62.985,66.5,1,0,0.0,0.9987,0.0002,0.0005,-0.0078,66.5,66.5,66.5,64.575
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,677.0,C,61.57,63.13,62.35,65.55,1,0,2.591,0.9986,0.0002,0.0005,-0.008,65.55,65.55,65.55,63.675
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,678.0,C,59.88,61.83,60.855,64.05,4,0,0.0,0.9986,0.0002,0.0006,-0.0081,57.29,64.24,57.29,62.675
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,679.0,C,59.22,60.79,60.005,60.04,10,0,0.0,0.9986,0.0002,0.0006,-0.0083,56.36,63.29,56.36,61.695
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,680.0,C,58.75,60.13,59.44,59.08,7,0,2.6212,0.9985,0.0002,0.0006,-0.0084,56.57,59.08,55.71,60.695
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,681.0,C,56.11,59.13,57.62,55.63,1,0,0.0,0.9985,0.0002,0.0006,-0.0086,55.63,55.63,55.63,59.605
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,682.0,C,55.1,58.57,56.835,57.35,3,0,0.0,0.9984,0.0002,0.0006,-0.0087,54.29,57.35,54.29,58.525
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,683.0,C,54.12,57.13,55.625,56.4,3,0,0.0,0.9984,0.0003,0.0006,-0.0089,53.36,56.4,53.36,57.615
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,684.0,C,53.11,56.08,54.595,52.73,1,0,0.0,0.9983,0.0003,0.0006,-0.009,52.73,52.73,52.73,56.51
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,685.0,C,52.11,55.06,53.585,50.55,3,1,0.0,0.9983,0.0003,0.0007,-0.0092,51.8,51.8,50.55,55.525
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,686.0,C,51.11,54.22,52.665,55.38,4,0,0.0,0.9982,0.0003,0.0007,-0.0093,51.03,55.38,49.6,54.725
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,687.0,C,50.11,53.13,51.62,54.44,3,0,0.0,0.9982,0.0003,0.0007,-0.0095,50.1,54.44,48.57,53.67
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,688.0,C,49.11,52.06,50.585,47.62,2,0,0.0,0.9981,0.0003,0.0007,-0.0097,49.24,49.24,47.62,52.65
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,689.0,C,48.11,51.13,49.62,46.54,5,0,0.0,0.998,0.0003,0.0008,-0.0098,46.07,48.3,46.07,51.7
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,690.0,C,47.11,50.13,48.62,45.59,46,32,0.0,0.998,0.0004,0.0008,-0.01,45.06,47.2,45.06,50.69
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,691.0,C,46.12,49.06,47.59,44.29,3,0,0.0,0.9979,0.0004,0.0008,-0.0102,46.27,46.27,44.29,49.58
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,692.0,C,45.22,48.06,46.64,43.34,3,0,0.0,0.9978,0.0004,0.0008,-0.0103,44.15,44.15,43.34,48.685
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,693.0,C,44.12,47.06,45.59,43.22,1,0,0.0,0.9978,0.0004,0.0008,-0.0105,43.22,43.22,43.22,47.585
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,695.0,C,42.12,45.13,43.625,42.74,32,30,0.0,0.9976,0.0005,0.0009,-0.0108,41.09,42.74,41.09,45.555
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,696.0,C,41.1,44.69,42.895,41.11,2,5,0.0,0.9976,0.0005,0.0009,-0.011,40.13,41.11,40.13,44.565
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,697.0,C,40.12,43.43,41.775,40.18,1,3,0.0,0.9975,0.0005,0.001,-0.0112,40.18,40.18,40.18,43.53
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,698.0,C,39.12,42.15,40.635,39.25,1,1,0.0,0.9974,0.0005,0.001,-0.0114,39.25,39.25,39.25,42.745
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,699.0,C,38.1,41.72,39.91,37.38,3,7,0.0,0.9973,0.0006,0.001,-0.0116,36.29,37.71,36.29,41.57
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,700.0,C,37.12,40.13,38.625,36.41,41,45,0.0,0.9972,0.0006,0.001,-0.0118,36.59,36.74,35.5,40.515
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,701.0,C,36.12,39.73,37.925,38.82,21,12,0.0,0.9971,0.0006,0.0011,-0.012,35.91,39.24,35.91,39.555
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,702.0,C,35.13,38.15,36.64,37.03,16,168,0.0,0.997,0.0007,0.0011,-0.0121,34.97,38.29,34.97,38.51
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,703.0,C,34.12,37.51,35.815,36.41,5,80,0.0,0.9969,0.0007,0.0012,-0.0123,33.81,36.41,32.9,37.59
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,704.0,C,33.25,35.83,34.54,37.6,12,78,0.0,0.9968,0.0007,0.0012,-0.0125,32.7,37.6,31.7,37.08
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,705.0,C,32.23,35.4,33.815,36.44,20,93,0.0,0.9966,0.0008,0.0012,-0.0127,31.6,36.44,31.6,35.91
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,706.0,C,31.23,34.24,32.735,29.12,0,78,0.0,0.9965,0.0008,0.0013,-0.0129,0.0,0.0,0.0,34.91
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,707.0,C,30.24,33.61,31.925,28.16,4,68,0.0,0.9964,0.0009,0.0013,-0.0131,28.15,30.41,28.15,33.915
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,708.0,C,29.22,32.22,30.72,31.3,20,53,0.0,0.9962,0.0009,0.0014,-0.0133,29.58,31.6,28.89,32.71
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,709.0,C,28.12,31.24,29.68,32.6,30,69,0.0,0.9961,0.001,0.0014,-0.0135,31.0,32.6,31.0,31.92
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,710.0,C,27.23,30.7,28.965,25.98,10,461,0.0,0.9959,0.0011,0.0015,-0.0137,25.98,27.14,25.98,30.925
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,711.0,C,26.23,29.03,27.63,28.11,12,48,0.0,0.9958,0.0011,0.0015,-0.0139,25.45,28.11,25.45,29.925
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,712.0,C,25.23,28.24,26.735,27.96,16,54,0.0,0.9956,0.0012,0.0016,-0.0142,24.83,28.17,24.29,28.925
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,713.0,C,24.37,26.76,25.565,24.68,8,113,0.0,0.9954,0.0013,0.0017,-0.0144,22.4,25.3,22.4,28.105
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,714.0,C,23.72,25.76,24.74,23.09,6,169,0.0,0.9952,0.0014,0.0017,-0.0146,22.55,23.68,22.55,26.935
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,715.0,C,22.72,24.76,23.74,24.31,45,982,0.0,0.995,0.0015,0.0018,-0.0148,22.07,26.01,20.78,25.935
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,716.0,C,21.72,23.35,22.535,23.39,53,238,0.0,0.9947,0.0016,0.0019,-0.015,20.26,23.74,19.78,24.735
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,717.0,C,20.84,22.36,21.6,22.74,29,459,0.0,0.9944,0.0018,0.002,-0.0153,19.98,22.74,19.06,23.945
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,718.0,C,19.97,21.4,20.685,23.19,35,372,0.0,0.9942,0.002,0.0021,-0.0155,18.8,23.19,17.54,22.945
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,719.0,C,18.71,20.73,19.72,20.57,17,533,0.0,0.9938,0.0021,0.0022,-0.0158,18.67,20.57,16.17,21.78
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,720.0,C,18.08,19.48,18.78,21.5,44,1050,0.0,0.9935,0.0023,0.0023,-0.0161,13.43,21.5,13.43,20.79
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,721.0,C,16.69,18.48,17.585,17.43,48,673,0.0,0.9931,0.0026,0.0024,-0.0164,15.96,17.43,14.13,19.795
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,722.0,C,15.69,17.81,16.75,18.43,95,833,0.0,0.9927,0.0028,0.0026,-0.0167,12.95,19.19,12.33,18.805
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,723.0,C,14.73,16.77,15.75,18.49,89,285,0.0,0.9921,0.0032,0.0027,-0.0172,12.2,18.5,11.54,17.815
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,724.0,C,13.73,15.74,14.735,15.89,71,281,0.0,0.9915,0.0036,0.0029,-0.0177,11.24,17.85,10.72,16.835
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,725.0,C,12.73,14.77,13.75,13.27,159,653,0.0,0.9908,0.0041,0.0031,-0.0184,10.2,16.7,9.96,15.855
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,726.0,C,11.75,13.3,12.525,14.4,99,324,0.0,0.9899,0.0047,0.0034,-0.0193,9.53,15.5,9.2,14.885
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,727.0,C,10.76,12.25,11.505,13.43,417,276,0.0,0.9886,0.0055,0.0038,-0.0206,8.49,15.37,8.1,13.935
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,728.0,C,9.76,11.78,10.77,12.6,164,288,0.0,0.987,0.0066,0.0043,-0.0225,8.89,14.04,7.07,12.97
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,729.0,C,8.77,10.79,9.78,11.87,438,1581,0.0,0.9846,0.0082,0.0049,-0.0255,6.66,13.19,6.3,12.035
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,730.0,C,7.81,9.31,8.56,9.0,2152,2386,0.0,0.9811,0.0104,0.0059,-0.0301,5.72,12.41,5.18,11.24
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,731.0,C,6.82,8.28,7.55,9.79,2175,629,0.0,0.9757,0.0137,0.0073,-0.0376,5.17,11.64,4.33,10.155
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,732.0,C,6.58,7.33,6.955,6.65,7374,4593,0.0,0.9672,0.0188,0.0093,-0.0498,4.23,10.4,3.4,9.315
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,733.0,C,5.41,6.36,5.885,6.0,8320,964,0.0,0.9536,0.0265,0.0123,-0.07,3.37,9.5,2.57,8.47
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,734.0,C,5.11,5.37,5.24,5.0,39686,621,0.2663,0.932,0.0379,0.0165,-0.1034,2.91,8.59,1.84,7.63
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,735.0,C,4.31,4.41,4.36,4.32,97980,1599,0.2794,0.8978,0.0545,0.0223,-0.1591,2.1,7.7,1.25,6.83
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,736.0,C,3.41,3.49,3.45,3.28,258511,1349,0.2605,0.8446,0.0768,0.0295,-0.2527,1.66,6.65,0.79,6.055
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,737.0,C,2.58,2.6,2.59,2.6,289122,915,0.249,0.7654,0.1036,0.0376,-0.4074,1.27,5.76,0.47,5.325
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,738.0,C,1.83,1.84,1.835,1.81,324373,1766,0.2355,0.6564,0.1298,0.0448,-0.6526,0.93,4.89,0.27,4.605
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,739.0,C,1.19,1.2,1.195,1.2,274314,2980,0.2266,0.5205,0.1461,0.0483,-1.0223,0.64,4.0,0.15,3.955
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,740.0,C,0.72,0.73,0.725,0.72,380112,10083,0.2215,0.3733,0.1423,0.046,-0.6855,0.41,3.15,0.09,3.33
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,741.0,C,0.4,0.41,0.405,0.4,306552,10646,0.2206,0.2426,0.1175,0.0384,-0.3811,0.29,2.42,0.06,2.77
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,742.0,C,0.21,0.22,0.215,0.21,249708,5842,0.2242,0.1478,0.0846,0.0287,-0.2079,0.17,1.78,0.04,2.265
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,743.0,C,0.11,0.12,0.115,0.12,162927,4541,0.2346,0.0872,0.056,0.02,-0.1134,0.18,1.26,0.03,1.815
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,744.0,C,0.06,0.07,0.065,0.07,111186,6561,0.246,0.0507,0.0353,0.0133,-0.0623,0.07,0.89,0.02,1.435
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,745.0,C,0.03,0.04,0.035,0.04,106432,5789,0.2552,0.0303,0.0221,0.0089,-0.0362,0.05,0.63,0.02,1.125
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,746.0,C,0.02,0.03,0.025,0.03,39125,3328,0.2758,0.0199,0.0145,0.0063,-0.0238,0.03,0.44,0.01,0.865
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,747.0,C,0.01,0.02,0.015,0.02,31225,4343,0.2882,0.0146,0.0103,0.0048,-0.0181,0.03,0.31,0.01,0.665
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,748.0,C,0.01,0.02,0.015,0.01,29190,7356,0.3195,0.0118,0.0079,0.004,-0.0155,0.01,0.22,0.01,0.505
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,749.0,C,0.01,0.02,0.015,0.01,20731,2515,0.3505,0.0102,0.0064,0.0035,-0.0142,0.01,0.15,0.01,0.385
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,750.0,C,0.01,0.02,0.015,0.02,28223,8299,0.3811,0.0091,0.0054,0.0032,-0.0136,0.01,0.21,0.01,0.285
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,751.0,C,0.0,0.01,0.01,0.01,16882,1816,0.3638,0.0084,0.0046,0.0029,-0.0132,0.01,0.08,0.01,0.215
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,752.0,C,0.0,0.01,0.01,0.01,9243,2862,0.391,0.0077,0.004,0.0027,-0.013,0.02,0.08,0.01,0.165
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,753.0,C,0.0,0.01,0.01,0.01,3728,2000,0.4179,0.0072,0.0036,0.0025,-0.0128,0.02,0.05,0.01,0.125
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,754.0,C,0.0,0.01,0.01,0.01,4091,3410,0.4447,0.0067,0.0032,0.0024,-0.0126,0.01,0.04,0.01,0.095
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,755.0,C,0.0,0.01,0.01,0.01,6430,3114,0.4713,0.0063,0.0028,0.0023,-0.0124,0.01,0.04,0.01,0.075
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,756.0,C,0.0,0.01,0.02,0.02,6125,1838,0.4977,0.006,0.0026,0.0021,-0.0123,0.02,0.03,0.01,0.055
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,757.0,C,0.0,0.01,0.01,0.01,2073,1499,0.524,0.0056,0.0023,0.002,-0.0121,0.01,0.02,0.01,0.045
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,758.0,C,0.0,0.01,0.01,0.01,855,931,0.5501,0.0054,0.0021,0.0019,-0.012,0.02,0.03,0.01,0.035
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,759.0,C,0.0,0.01,0.01,0.01,262,1543,0.576,0.0051,0.0019,0.0018,-0.0118,0.01,0.01,0.01,0.035
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,760.0,C,0.0,0.01,0.02,0.02,755,2573,0.6018,0.0048,0.0018,0.0018,-0.0116,0.01,0.02,0.01,0.035
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,761.0,C,0.0,0.01,0.01,0.01,74,1802,0.6275,0.0046,0.0016,0.0017,-0.0115,0.02,0.02,0.01,0.025
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,762.0,C,0.0,0.01,0.01,0.01,49,228,0.6531,0.0044,0.0015,0.0016,-0.0113,0.01,0.01,0.01,0.025
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,763.0,C,0.0,0.01,0.01,0.01,14,781,0.6786,0.0042,0.0014,0.0015,-0.0112,0.01,0.01,0.01,0.015
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,764.0,C,0.0,0.01,0.01,0.01,11,378,0.7039,0.004,0.0013,0.0015,-0.011,0.01,0.01,0.01,0.015
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,765.0,C,0.0,0.01,0.01,0.01,15,247,0.7291,0.0039,0.0012,0.0014,-0.0108,0.01,0.01,0.01,0.015
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,766.0,C,0.0,0.01,0.01,0.01,2,344,0.7542,0.0037,0.0011,0.0014,-0.0107,0.01,0.01,0.01,0.015
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,767.0,C,0.0,0.01,0.02,0.02,0,1326,0.7792,0.0036,0.001,0.0013,-0.0105,0.0,0.0,0.0,0.015
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,768.0,C,0.0,0.01,0.01,0.01,22,1297,0.8041,0.0034,0.001,0.0013,-0.0104,0.01,0.01,0.01,0.015
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,769.0,C,0.0,0.01,0.01,0.01,3,222,0.8289,0.0033,0.0009,0.0012,-0.0102,0.01,0.01,0.01,0.015
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,770.0,C,0.0,0.01,0.02,0.02,0,95,0.8536,0.0032,0.0009,0.0012,-0.0101,0.0,0.0,0.0,0.005
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,771.0,C,0.0,0.01,0.01,0.01,0,70,0.8782,0.0031,0.0008,0.0011,-0.01,0.0,0.0,0.0,0.005
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,772.0,C,0.0,0.01,0.01,0.01,1,55,0.9028,0.0029,0.0008,0.0011,-0.0098,0.01,0.01,0.01,0.005
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,773.0,C,0.0,0.01,0.02,0.02,0,53,0.9272,0.0028,0.0007,0.0011,-0.0097,0.0,0.0,0.0,0.005
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,774.0,C,0.0,0.01,0.01,0.01,0,42,0.9515,0.0028,0.0007,0.001,-0.0096,0.0,0.0,0.0,0.005
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,775.0,C,0.0,0.01,0.01,0.01,10,278,0.9758,0.0026,0.0006,0.001,-0.0094,0.01,0.01,0.01,0.005
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,776.0,C,0.0,0.01,0.01,0.01,0,102,1.0,0.0026,0.0006,0.001,-0.0093,0.0,0.0,0.0,0.005
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,777.0,C,0.0,0.01,0.01,0.01,2,146,1.0241,0.0025,0.0006,0.0009,-0.0092,0.01,0.01,0.01,0.005
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,779.0,C,0.0,0.01,0.01,0.01,30,265,1.0721,0.0023,0.0005,0.0009,-0.0089,0.01,0.01,0.01,0.005
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,780.0,C,0.0,0.01,0.01,0.01,4,85,1.096,0.0023,0.0005,0.0009,-0.0088,0.01,0.01,0.01,0.005
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,785.0,C,0.0,0.01,0.01,0.01,31,191,1.2143,0.0019,0.0004,0.0008,-0.0082,0.01,0.01,0.01,0.005
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,900.0,C,0.0,0.01,0.01,0.01,1,0,3.6071,0.0001,0.0,0.0001,-0.0012,0.01,0.01,0.01,0.005
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,635.0,P,0.0,0.01,0.01,0.01,1,825,2.8711,-0.0004,0.0,0.0002,-0.0034,0.01,0.01,0.01,0.005
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,655.0,P,0.0,0.01,0.01,0.01,1,7882,2.3219,-0.0007,0.0001,0.0003,-0.0052,0.01,0.01,0.01,0.015
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,660.0,P,0.0,0.01,0.01,0.01,3,992,2.1861,-0.0008,0.0001,0.0003,-0.0058,0.01,0.01,0.01,0.015
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,665.0,P,0.0,0.01,0.01,0.01,1,983,2.0508,-0.001,0.0001,0.0004,-0.0064,0.01,0.01,0.01,0.015
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,668.0,P,0.0,0.01,0.01,0.01,26,238,1.9698,-0.001,0.0001,0.0004,-0.0068,0.01,0.01,0.01,0.015
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,669.0,P,0.0,0.01,0.01,0.01,1,674,1.9429,-0.0011,0.0001,0.0004,-0.0069,0.01,0.01,0.01,0.015
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,670.0,P,0.0,0.01,0.01,0.01,92,907,1.9159,-0.0011,0.0002,0.0004,-0.007,0.01,0.01,0.01,0.015
2026-09-24T18:23:53+00:00,QQQ,2026-09-24,0,739.2164,671.0,P,0.0,0.01,0.01,0.01,30,1495,1.889,-0.0012,0.0002,0.0004,-0.0072,0.01,0.01,0.01,0.015
